Age, Work_Class, Education, Scale, Marital-Status, Occupation, Relationship,Face,Gender, Hours-Per-Week, Country,Income
34, Private, Assoc-acdm,12, Divorced, Sales, Unmarried, Black, Female,45, USA, <=50K
60, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,42, USA, <=50K
21, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,40, USA, <=50K
57, Federal-gov, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,40, USA, >50K
41, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, USA, >50K
50, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,45, USA, <=50K
25, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,40, USA, <=50K
50, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Ecuador, <=50K
36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, USA, <=50K
31, Private, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,40, USA, <=50K
29, Local-gov, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Male,56, USA, <=50K
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,45, USA, <=50K
27, Private, Bachelors,13, Never-married, Tech-support, Unmarried, Black, Female,40, USA, <=50K
65, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,16, USA, <=50K
37, Self-emp-inc, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,60, USA, <=50K
39, Local-gov, Masters,14, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,40, Iran, <=50K
24, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, USA, <=50K
38, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,80, USA, <=50K
48, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, USA, >50K
21, Private, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,25, USA, <=50K
31, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,45, USA, >50K
55, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, USA, >50K
24, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,40, Laos, <=50K
43, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, USA, <=50K
26, Private, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,45, USA, <=50K
46, Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,33, USA, <=50K
35, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, USA, >50K
41, Self-emp-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,54, USA, >50K
26, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,40, USA, <=50K
34, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,35, Taiwan, >50K
19, Local-gov, Some-college,10, Never-married, ?, Own-child, Black, Female,25, USA, <=50K
36, Self-emp-not-inc, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,40, USA, >50K
22, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,15, USA, <=50K
24, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, USA, <=50K
77, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, USA, <=50K
22, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,40, Mexico, <=50K
29, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,40, USA, <=50K
62, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,24, USA, <=50K
39, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, USA, <=50K
43, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,50, USA, <=50K
35, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,45, USA, <=50K
29, Private, 11th,7, Never-married, Exec-managerial, Not-in-family, White, Female,40, USA, <=50K
76, Self-emp-not-inc, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,10, USA, <=50K
63, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, USA, <=50K
23, Local-gov, Assoc-voc,11, Never-married, ?, Own-child, Black, Female,15, USA, <=50K
43, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, USA, >50K
58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, USA, <=50K
66, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,55, USA, <=50K
41, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,45, USA, <=50K
26, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,40, USA, <=50K
47, Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,40, USA, <=50K
55, Local-gov, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, USA, <=50K
53, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, USA, <=50K
17, Private, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male,48, Mexico, <=50K
30, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,40, USA, <=50K
49, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,60, USA, <=50K
19, Private, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,30, Haiti, <=50K
45, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,40, USA, <=50K
26, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,40, USA, <=50K
38, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, USA, >50K
36, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, USA, >50K
33, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,20, USA, <=50K
22, State-gov, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,40, USA, <=50K
43, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,42, USA, <=50K
67, Private, 11th,7, Married-civ-spouse, ?, Husband, White, Male,8, USA, <=50K
30, Private, Assoc-voc,11, Divorced, ?, Unmarried, White, Female,40, USA, <=50K
56, Private, Assoc-acdm,12, Married-spouse-absent, Other-service, Not-in-family, White, Male,25, Iran, <=50K
31, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,25, USA, <=50K
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, USA, >50K
26, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, USA, <=50K
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, USA, >50K
46, Local-gov, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,30, USA, <=50K
59, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,40, USA, >50K
38, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, USA, >50K
65, Private, 11th,7, Widowed, Other-service, Unmarried, Other, Male,40, USA, <=50K
40, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,40, USA, >50K
42, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,35, USA, <=50K
26, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband,?, Male,40, Iran, <=50K
36, Private, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female,24, USA, <=50K
62, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, USA, >50K
43, Private, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,45, USA, <=50K
43, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,45, USA, >50K
22, Private, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,55, USA, <=50K
28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, USA, <=50K
56, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,45, USA, <=50K
22, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,15, USA, <=50K
57, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,45, USA, >50K
39, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,40, USA, <=50K
26, Federal-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,15, USA, <=50K
17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,10, USA, <=50K
40, State-gov, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,38, USA, >50K
45, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, USA, <=50K
44, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,40, USA, <=50K
20, Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,10, USA, <=50K
33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,40, USA, <=50K
23, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,40, USA, <=50K
46, Self-emp-not-inc, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,30, USA, <=50K
38, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, USA, <=50K
54, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,40, USA, <=50K
46, Private, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Female,45, USA, <=50K
25, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, USA, <=50K
46, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female,40, USA, <=50K
36, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,40, USA, <=50K
23, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,25, USA, <=50K
29, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,40, USA, <=50K
44, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,6, USA, >50K
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,16, USA, <=50K
19, Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,40, USA, <=50K
35, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,40, USA, >50K
27, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,50, USA, <=50K
46, Self-emp-not-inc, Assoc-acdm,12, Separated, Craft-repair, Not-in-family, White, Male,40, USA, <=50K
34, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, ?, >50K
34, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,35, USA, <=50K
44, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,40, USA, <=50K
45, Private, Some-college,10, Divorced, Handlers-cleaners, Unmarried, White, Female,40, USA, <=50K
20, Self-emp-not-inc, HS-grad,9, Never-married, ?, Other-relative, White, Female,35, USA, <=50K
25, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, USA, >50K
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, USA, >50K
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,40, USA, <=50K
28, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,40, USA, <=50K
50, State-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,40, USA, >50K
34, Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,64, USA, <=50K
28, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,40, Puerto-Rico, <=50K
41, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, USA, >50K
28, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, USA, <=50K
46, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,25, USA, <=50K
28, Self-emp-not-inc, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,40, USA, >50K
32, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, USA, <=50K
41, Local-gov, Some-college,10, Divorced, Other-service, Not-in-family, Black, Female,24, USA, <=50K
24, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,40, USA, <=50K
33, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,40, USA, <=50K
46, Private, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, USA, >50K
31, State-gov, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, USA, <=50K
35, Private, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,50, USA, >50K
52, Private, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, <=50K
30, Private, 11th,7, Never-married, Other-service, Own-child, White, Female,19, USA, <=50K
34, Local-gov, 11th,7, Separated, Machine-op-inspct, Not-in-family, Black, Male,40, USA, <=50K
34, State-gov, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Female,40, USA, <=50K
20, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,30, USA, <=50K
17, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,18, USA, <=50K
32, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, USA, >50K
29, Private, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,40, USA, <=50K
33, Private, 10th,6, Never-married, Craft-repair, Unmarried, White, Female,35, USA, <=50K
25, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,60, USA, <=50K
36, Federal-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,40, USA, <=50K
23, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,72, Dominican-Republic, <=50K
63, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, USA, >50K
47, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, USA, <=50K
80,Public, HS-grad,9, Widowed, ?, Not-in-family, White, Male,24, USA, <=50K
17,Private, 11th,7, Never-married, ?, Own-child, White, Male,40, USA, <=50K
40, Self-emp-not-inc, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,40, USA, <=50K
30, Private, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, White, Female,25, USA, >50K
27, Private, Some-college,10, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,40, Philippines, <=50K
33, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, USA, >50K
34, Local-gov, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Black, Male,60, USA, <=50K
34, Local-gov, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Female,40, USA, <=50K
23, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, USA, <=50K
42, Local-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, USA, <=50K
29, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, USA, <=50K
45, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,28, USA, <=50K
24, Federal-gov, HS-grad,9, Never-married, Armed-Forces, Own-child, White, Male,40, USA, <=50K
44, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, USA, >50K
27, Private, 9th,5, Never-married, Craft-repair, Other-relative, White, Male,40, Mexico, <=50K
20, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,35, USA, <=50K
44, Private, HS-grad,9, Widowed, Exec-managerial, Unmarried, Black, Female,40, USA, <=50K
51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,40, USA, <=50K
20, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, USA, <=50K
17, ?, 11th,7, Never-married, ?, Own-child, White, Female,5, USA, <=50K
19, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female,40, USA, <=50K
45, Self-emp-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,55, USA, >50K
60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, USA, >50K
42, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40, Iran, >50K
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,40, USA, >50K
40, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,40, USA, >50K
30, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, USA, <=50K
38, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,50, USA, <=50K
23, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,60, USA, <=50K
32, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,40, USA, <=50K
44, Private, Assoc-acdm,12, Never-married, Farming-fishing, Own-child, White, Male,40, USA, <=50K
54, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, USA, <=50K
32, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, USA, <=50K
50, Private, 1st-4th,2, Married-spouse-absent, Craft-repair, Unmarried, White, Male,40, USA, <=50K
24, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,20, USA, <=50K
37, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,60, USA, <=50K
52, Private, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,40, USA, <=50K
38, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,40, USA, <=50K
49, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, USA, >50K
30, Private, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,16, USA, >50K
60, Private, Some-college,10, Never-married, Prof-specialty, Unmarried, White, Male,40, USA, >50K
22,Public, Some-college,10, Never-married, ?, Own-child, White, Male,40, USA, <=50K
35, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,40, USA, <=50K
30, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,60, USA, <=50K
67, Private, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female,24, USA, <=50K
46, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Female,40, USA, <=50K
17, Private, 9th,5, Never-married, Other-service, Not-in-family, White, Male,6, USA, <=50K
22, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,30, USA, <=50K
27, Private, 10th,6, Never-married, Other-service, Not-in-family, White, Male,40, USA, <=50K
23, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,35, USA, <=50K
33, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,45, Portugal, <=50K
43, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,20, USA, <=50K
28, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,20, USA, <=50K
41, Private, HS-grad,9, Married-spouse-absent, Craft-repair, Unmarried, White, Female,40, USA, <=50K
52,Public, 12th,8, Never-married, ?, Other-relative, Black, Male,40, USA, <=50K
25, Private, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, Black, Female,20, USA, <=50K
63,Public, 1st-4th,2, Married-civ-spouse, ?, Husband, White, Male,35, USA, <=50K
59, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,45, USA, <=50K
45, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,40, USA, <=50K
38, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,60, USA, >50K
40, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,35, USA, <=50K
46, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,40, USA, <=50K
35, Private, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,60, USA, <=50K
34, Private, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female,25, USA, <=50K
33, Private, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,20, USA, <=50K
41, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,36, USA, <=50K
20, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,40, USA, <=50K
23, Private, 5th-6th,3, Never-married, Other-service, Own-child, White, Male,40, El-Salvador, <=50K
26, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,35, USA, <=50K
72,Public, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,20, USA, <=50K
23, Local-gov, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,40, Poland, <=50K
62, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, USA, <=50K
52, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, USA, <=50K
58, Private, Some-college,10, Divorced, Other-service, Unmarried, White, Female,42, France, <=50K
25, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,40, USA, <=50K
24, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,40, USA, <=50K
19, Private, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,8, USA, <=50K
43, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, USA, <=50K
47, Local-gov, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,40, USA, <=50K
39, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,40, USA, <=50K
49, Private, Assoc-voc,11, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,42, USA, <=50K
53, Self-emp-not-inc, 5th-6th,3, Widowed, ?, Unmarried, Black, Female,30, USA, <=50K
32, Private, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,45, USA, <=50K
34, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, USA, >50K
28, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,45, USA, <=50K
57,Public, Assoc-voc,11, Widowed, ?, Unmarried, White, Female,38, USA, <=50K
25, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,20, USA, <=50K
20,Public, Some-college,10, Never-married, ?, Own-child, White, Male,24, USA, <=50K
21, Self-emp-not-inc, Some-college,10, Never-married, ?, Unmarried, White, Female,35, USA, <=50K
34, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, USA, >50K
38, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,80, USA, >50K
50, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, USA, >50K
24, Local-gov, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, Black, Male,50, USA, <=50K
37, Local-gov, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,45, USA, >50K
44, Private, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,58, USA, >50K
28, Private, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,40, USA, <=50K
42, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, USA, >50K
74, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,9, USA, <=50K
38, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, USA, <=50K
44, Self-emp-not-inc, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, USA, <=50K
44, Private, 11th,7, Divorced, Machine-op-inspct, Unmarried, Other, Female,46, Puerto-Rico, <=50K
26, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, USA, <=50K
36, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,40, USA, <=50K
41, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,50, USA, >50K
67, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,48, USA, >50K
39, Local-gov, 12th,8, Married-civ-spouse, Tech-support, Husband, White, Male,50, USA, <=50K
57, Private, 1st-4th,2, Widowed, Priv-house-serv, Not-in-family, Black, Female,30, USA, <=50K
29, Private, Assoc-voc,11, Separated, Craft-repair, Not-in-family, White, Male,40, USA, <=50K
31, Self-emp-inc, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Female,45, USA, <=50K
34, Local-gov, HS-grad,9, Never-married, ?, Unmarried, Black, Female,40, USA, <=50K
44, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,40, USA, <=50K
