Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7011","November","2010","2010","°C","1.749","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7011","November","2011","2011","°C","0.577","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7011","November","2012","2012","°C","0.116","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7011","November","2013","2013","°C","0.491","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7011","November","2014","2014","°C","0.908","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7011","November","2015","2015","°C","1.347","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7011","November","2016","2016","°C","1.297","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7011","November","2017","2017","°C","1.616","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7011","November","2018","2018","°C","0.914","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7011","November","2019","2019","°C","1.958","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7011","November","2020","2020","°C","1.688","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7012","December","2010","2010","°C","0.291","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7012","December","2011","2011","°C","0.457","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7012","December","2012","2012","°C","-0.477","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7012","December","2013","2013","°C","0.597","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7012","December","2014","2014","°C","0.377","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7012","December","2015","2015","°C","1.03","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7012","December","2016","2016","°C","2.357","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7012","December","2017","2017","°C","2.103","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7012","December","2018","2018","°C","0.697","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7012","December","2019","2019","°C","0.46","Fc","Calculated data"
"ET","Temperature change","16","Bangladesh","7271","Temperature change","7012","December","2020","2020","°C","0.872","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7001","January","2010","2010","°C","0.956","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7001","January","2011","2011","°C","0.146","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7001","January","2012","2012","°C","-0.984","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7001","January","2013","2013","°C","-0.436","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7001","January","2014","2014","°C","1.204","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7001","January","2015","2015","°C","0.961","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7001","January","2016","2016","°C","0.439","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7001","January","2017","2017","°C","1.733","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7001","January","2018","2018","°C","2.056","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7001","January","2019","2019","°C","0.852","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7001","January","2020","2020","°C","0.719","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7002","February","2010","2010","°C","0.838","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7002","February","2011","2011","°C","0.124","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7002","February","2012","2012","°C","0.611","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7002","February","2013","2013","°C","1.026","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7002","February","2014","2014","°C","0.343","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7002","February","2015","2015","°C","0.558","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7002","February","2016","2016","°C","3.04","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7002","February","2017","2017","°C","2.429","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7002","February","2018","2018","°C","2.131","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7002","February","2019","2019","°C","1.324","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7002","February","2020","2020","°C","0.874","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7003","March","2010","2010","°C","2.161","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7003","March","2011","2011","°C","0.657","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7003","March","2012","2012","°C","0.639","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7003","March","2013","2013","°C","1.283","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7003","March","2014","2014","°C","0.596","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7003","March","2015","2015","°C","1.619","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7003","March","2016","2016","°C","1.905","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7003","March","2017","2017","°C","-0.091","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7003","March","2018","2018","°C","1.512","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7003","March","2019","2019","°C","0.8","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7003","March","2020","2020","°C","0.83","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7004","April","2010","2010","°C","1.449","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7004","April","2011","2011","°C","0.072","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7004","April","2012","2012","°C","-0.363","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7004","April","2013","2013","°C","0.266","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7004","April","2014","2014","°C","1.209","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7004","April","2015","2015","°C","-0.794","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7004","April","2016","2016","°C","1.528","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7004","April","2017","2017","°C","0.425","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7004","April","2018","2018","°C","0.5","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7004","April","2019","2019","°C","0.599","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7004","April","2020","2020","°C","-0.402","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7005","May","2010","2010","°C","0.904","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7005","May","2011","2011","°C","0.587","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7005","May","2012","2012","°C","1.114","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7005","May","2013","2013","°C","0.432","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7005","May","2014","2014","°C","1.166","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7005","May","2015","2015","°C","0.63","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7005","May","2016","2016","°C","0.431","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7005","May","2017","2017","°C","0.942","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7005","May","2018","2018","°C","0.422","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7005","May","2019","2019","°C","0.903","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7005","May","2020","2020","°C","-0.074","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7006","June","2010","2010","°C","1.054","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7006","June","2011","2011","°C","0.886","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7006","June","2012","2012","°C","0.921","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7006","June","2013","2013","°C","1.771","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7006","June","2014","2014","°C","1.462","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7006","June","2015","2015","°C","1.15","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7006","June","2016","2016","°C","1.164","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7006","June","2017","2017","°C","1.071","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7006","June","2018","2018","°C","1.69","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7006","June","2019","2019","°C","2.43","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7006","June","2020","2020","°C","1.581","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7007","July","2010","2010","°C","1.215","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7007","July","2011","2011","°C","0.636","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7007","July","2012","2012","°C","0.758","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7007","July","2013","2013","°C","1.182","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7007","July","2014","2014","°C","1.118","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7007","July","2015","2015","°C","1.53","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7007","July","2016","2016","°C","0.842","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7007","July","2017","2017","°C","1.184","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7007","July","2018","2018","°C","1.35","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7007","July","2019","2019","°C","1.013","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7007","July","2020","2020","°C","1.218","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7008","August","2010","2010","°C","1.172","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7008","August","2011","2011","°C","0.257","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7008","August","2012","2012","°C","0.787","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7008","August","2013","2013","°C","0.386","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7008","August","2014","2014","°C","0.116","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7008","August","2015","2015","°C","0.64","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7008","August","2016","2016","°C","1.941","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7008","August","2017","2017","°C","1.37","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7008","August","2018","2018","°C","1.326","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7008","August","2019","2019","°C","2.224","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7008","August","2020","2020","°C","1.813","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7009","September","2010","2010","°C","0.819","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7009","September","2011","2011","°C","1.124","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7009","September","2012","2012","°C","0.345","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7009","September","2013","2013","°C","0.919","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7009","September","2014","2014","°C","0.291","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7009","September","2015","2015","°C","1.578","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7009","September","2016","2016","°C","1.108","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7009","September","2017","2017","°C","1.946","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7009","September","2018","2018","°C","1.691","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7009","September","2019","2019","°C","0.683","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7009","September","2020","2020","°C","1.779","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7010","October","2010","2010","°C","1.134","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7010","October","2011","2011","°C","0.852","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7010","October","2012","2012","°C","-0.319","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7010","October","2013","2013","°C","0.436","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7010","October","2014","2014","°C","0.274","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7010","October","2015","2015","°C","1.197","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7010","October","2016","2016","°C","2.06","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7010","October","2017","2017","°C","1.968","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7010","October","2018","2018","°C","0.274","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7010","October","2019","2019","°C","1.106","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7010","October","2020","2020","°C","3.168","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7011","November","2010","2010","°C","1.981","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7011","November","2011","2011","°C","0.264","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7011","November","2012","2012","°C","-0.617","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7011","November","2013","2013","°C","0.233","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7011","November","2014","2014","°C","1.142","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7011","November","2015","2015","°C","1.601","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7011","November","2016","2016","°C","1.699","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7011","November","2017","2017","°C","1.527","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7011","November","2018","2018","°C","1.006","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7011","November","2019","2019","°C","2.684","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7011","November","2020","2020","°C","1.479","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7012","December","2010","2010","°C","0.636","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7012","December","2011","2011","°C","1.686","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7012","December","2012","2012","°C","0.791","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7012","December","2013","2013","°C","0.175","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7012","December","2014","2014","°C","1.159","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7012","December","2015","2015","°C","1.304","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7012","December","2016","2016","°C","2.817","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7012","December","2017","2017","°C","2.706","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7012","December","2018","2018","°C","0.764","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7012","December","2019","2019","°C","0.269","Fc","Calculated data"
"ET","Temperature change","18","Bhutan","7271","Temperature change","7012","December","2020","2020","°C","1.717","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2010","2010","°C","0.328","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2011","2011","°C","-0.335","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2012","2012","°C","-0.173","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2013","2013","°C","0.142","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2014","2014","°C","0.26","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2015","2015","°C","0.035","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2016","2016","°C","1.173","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2017","2017","°C","0.822","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2018","2018","°C","0.642","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2019","2019","°C","0.216","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2020","2020","°C","0.258","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2010","2010","°C","1.065","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2011","2011","°C","0.437","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2012","2012","°C","0.118","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2013","2013","°C","0.598","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2014","2014","°C","-0.395","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2015","2015","°C","1.052","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2016","2016","°C","1.849","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2017","2017","°C","1.37","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2018","2018","°C","1.387","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2019","2019","°C","0.478","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2020","2020","°C","0.379","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2010","2010","°C","2.233","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2011","2011","°C","0.618","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2012","2012","°C","0.334","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2013","2013","°C","0.629","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2014","2014","°C","-0.322","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2015","2015","°C","-0.159","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2016","2016","°C","1.614","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2017","2017","°C","0.639","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2018","2018","°C","1.457","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2019","2019","°C","0.224","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2020","2020","°C","-0.293","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2010","2010","°C","2.076","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2011","2011","°C","-0.447","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2012","2012","°C","0.252","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2013","2013","°C","0.155","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2014","2014","°C","0.327","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2015","2015","°C","-0.487","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2016","2016","°C","1.707","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2017","2017","°C","1.253","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2018","2018","°C","0.704","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2019","2019","°C","1.11","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2020","2020","°C","0.163","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2010","2010","°C","1.162","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2011","2011","°C","0.35","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2012","2012","°C","0.75","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2013","2013","°C","0.873","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2014","2014","°C","-0.146","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2015","2015","°C","0.733","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2016","2016","°C","0.662","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2017","2017","°C","0.919","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2018","2018","°C","0.718","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2019","2019","°C","0.901","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2020","2020","°C","0.181","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2010","2010","°C","0.894","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2011","2011","°C","-0.324","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2012","2012","°C","1.219","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2013","2013","°C","-0.512","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2014","2014","°C","1.525","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2015","2015","°C","0.129","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2016","2016","°C","0.751","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2017","2017","°C","0.29","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2018","2018","°C","0.483","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2019","2019","°C","1.675","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2020","2020","°C","-0.381","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7007","July","2010","2010","°C","0.637","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7007","July","2011","2011","°C","0.555","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7007","July","2012","2012","°C","0.765","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7007","July","2013","2013","°C","0.081","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7007","July","2014","2014","°C","1.012","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7007","July","2015","2015","°C","0.942","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7007","July","2016","2016","°C","0.361","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7007","July","2017","2017","°C","0.443","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7007","July","2018","2018","°C","0.474","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7007","July","2019","2019","°C","1.057","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7007","July","2020","2020","°C","1.049","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7008","August","2010","2010","°C","0.703","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7008","August","2011","2011","°C","0.433","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7008","August","2012","2012","°C","0.417","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7008","August","2013","2013","°C","0.258","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7008","August","2014","2014","°C","0.889","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7008","August","2015","2015","°C","0.99","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7008","August","2016","2016","°C","0.807","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7008","August","2017","2017","°C","0.898","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7008","August","2018","2018","°C","0.49","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7008","August","2019","2019","°C","0.82","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7008","August","2020","2020","°C","0.741","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7009","September","2010","2010","°C","0.385","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7009","September","2011","2011","°C","0.377","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7009","September","2012","2012","°C","0.414","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7009","September","2013","2013","°C","0.85","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7009","September","2014","2014","°C","0.458","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7009","September","2015","2015","°C","1.343","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7009","September","2016","2016","°C","0.659","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7009","September","2017","2017","°C","1.101","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7009","September","2018","2018","°C","0.571","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7009","September","2019","2019","°C","0.531","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7009","September","2020","2020","°C","1.201","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7010","October","2010","2010","°C","1.002","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7010","October","2011","2011","°C","0.801","Fc","Calculated data"
